tp,fp,fn,tn,precision,recall,f_measure,mcc,new_proteins
182,33,13,16976,0.8465116279069768,0.9333333333333333,0.8878048780487804,0.8875372991612662,"['APP', 'ATXN1', 'CAND1', 'CDC5L', 'COPS5', 'CUL3', 'CYSRT1', 'EGFR', 'GRB2', 'HSCB', 'HSP90AB1', 'HTT', 'JPH3', 'LMNA', 'LXN', 'MEOX2', 'MYC', 'NME2P1', 'NOTCH2NLA', 'NTAQ1', 'SDHA', 'SGTA', 'SORT1', 'SRC', 'TINAG', 'TP53', 'UBQLN1', 'VCAM1', 'YWHAB', 'YWHAG', 'YWHAH', 'YWHAQ', 'YWHAZ']"
106,11,1,17086,0.905982905982906,0.9906542056074766,0.9464285714285715,0.9470348136785801,"['CD9', 'GAPDHS', 'H3-4', 'HSPA5', 'JUP', 'KCTD17', 'NEK4', 'PIH1D2', 'RPL15', 'SCRIB', 'TPM2']"
84,1,5,17114,0.9882352941176471,0.9438202247191011,0.9655172413793103,0.9655998493242489,['LYAR']
61,0,0,17143,1.0,1.0,1.0,1.0,[]
59,0,0,17145,1.0,1.0,1.0,1.0,[]
50,1,1,17152,0.9803921568627451,0.9803921568627451,0.9803921568627451,0.980333858022892,['HSF2BP']
93,3,1,17107,0.96875,0.9893617021276596,0.9789473684210526,0.9788853211800236,"['APP', 'ASPH', 'MEOX2']"
80,3,1,17120,0.963855421686747,0.9876543209876543,0.975609756097561,0.9755662075140367,"['CAND1', 'IQCB1', 'NTN1']"
52,4,1,17147,0.9285714285714286,0.9811320754716981,0.9541284403669724,0.954346607475487,"['CCL5', 'CXCL11', 'MEOX2', 'QSOX1']"
52,3,1,17148,0.9454545454545454,0.9811320754716981,0.9629629629629629,0.9630125660917304,"['CCL5', 'MEOX2', 'QSOX1']"
133,9,1,17061,0.9366197183098591,0.9925373134328358,0.9637681159420289,0.963886950490913,"['CAND1', 'H2BC21', 'HSF2BP', 'HSPA5', 'HTRA1', 'LIG4', 'RIPPLY3', 'SESTD1', 'SMCP']"
87,3,0,17114,0.9666666666666667,1.0,0.983050847457627,0.9831059172107707,"['HNRNPC', 'PCNA', 'PPP1CA']"
63,0,4,17137,1.0,0.9402985074626866,0.9692307692307692,0.9695767533859194,[]
51,0,0,17153,1.0,1.0,1.0,1.0,[]
95,3,1,17105,0.9693877551020408,0.9895833333333334,0.9793814432989691,0.9793171792963915,"['CUL3', 'SREBF1', 'UBQLN2']"
70,0,0,17134,1.0,1.0,1.0,1.0,[]
86,3,2,17113,0.9662921348314607,0.9772727272727273,0.9717514124293786,0.9716210183187817,"['APP', 'MYC', 'UBQLN1']"
91,0,3,17110,1.0,0.9680851063829787,0.9837837837837838,0.9838269135931831,[]
67,0,0,17137,1.0,1.0,1.0,1.0,[]
213,9,3,16979,0.9594594594594594,0.9861111111111112,0.9726027397260274,0.9723431571384326,"['DNAJC5', 'H2BC21', 'HNRNPC', 'LYNX1', 'MEOX2', 'PRDX4', 'SREBF1', 'TMEM17', 'TP53']"
68,1,1,17134,0.9855072463768116,0.9855072463768116,0.9855072463768116,0.9854488862951075,['TRIM28']
55,0,0,17149,1.0,1.0,1.0,1.0,[]
63,0,3,17138,1.0,0.9545454545454546,0.9767441860465117,0.9769229196780868,[]
270,34,18,16882,0.8881578947368421,0.9375,0.9121621621621622,0.9109700927567983,"['APP', 'ATXN1', 'CAND1', 'CDC5L', 'COPS5', 'CREBBP', 'CUL1', 'CUL3', 'FASLG', 'FN1', 'GOLGA2', 'GRB2', 'HSCB', 'HSP90AB1', 'HTT', 'KRTAP10-8', 'LMNA', 'MAPK6', 'MDFI', 'NEK4', 'POM121', 'PPP2CA', 'SNW1', 'SPINK2', 'SPRED1', 'TRAF2', 'UBE2I', 'UBQLN2', 'VCAM1', 'WFS1', 'YWHAG', 'YWHAH', 'YWHAQ', 'YWHAZ']"
104,6,1,17093,0.9454545454545454,0.9904761904761905,0.9674418604651163,0.9675022151006284,"['BOD1', 'HTT', 'NR3C2', 'RBPJ', 'SRC', 'TEX101']"
58,0,0,17146,1.0,1.0,1.0,1.0,[]
105,13,2,17084,0.8898305084745762,0.9813084112149533,0.9333333333333332,0.9340271872565847,"['CD9', 'GAPDHS', 'H3-4', 'HSCB', 'HSPA5', 'HTT', 'JUP', 'KCTD17', 'MYC', 'NEK4', 'PIH1D2', 'SCRIB', 'TPM2']"
65,5,42,17092,0.9285714285714286,0.6074766355140186,0.7344632768361582,0.7498836691507584,"['H3-4', 'HSPA5', 'HTT', 'NEK4', 'SCRIB']"
55,1,1,17147,0.9821428571428571,0.9821428571428571,0.9821428571428571,0.9820845413042754,['LYNX1']
