tp,fp,fn,tn,precision,recall,f_measure,mcc,precision@15,precision@20,precision@n_positives,threshold
11.0,998.0,6.0,2364.0,0.010901883052527254,0.6470588235294118,0.021442495126705652,0.05414199083201753,0.0,0.0,0.0,0.004418771026323838
0.0,1.0,9.0,3369.0,0.0,0.0,0.0,-0.0008891529662854927,0.0,0.0,0.0,0.018120937416822854
0.0,0.0,12.0,3367.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017191963131201596
0.0,9.0,11.0,3359.0,0.0,0.0,0.0,-0.0029533614750313054,0.0,0.0,0.0,0.003088536272344875
5.0,2896.0,0.0,478.0,0.001723543605653223,1.0,0.003441156228492773,0.01562617007832084,0.0,0.0,0.0,0.0036497979873062517
0.0,11.0,13.0,3355.0,0.0,0.0,0.0,-0.003551607148950282,0.0,0.0,0.0,0.0037292259686760266
0.0,7.0,24.0,3348.0,0.0,0.0,0.0,-0.003853581919283121,0.0,0.0,0.0,0.01566424905687507
1.0,26.0,22.0,3330.0,0.037037037037037035,0.043478260869565216,0.039999999999999994,0.03299783759100354,0.06666666666666667,0.05,0.043478260869565216,0.006276833819846704
1.0,19.0,14.0,3345.0,0.05,0.06666666666666667,0.05714285714285715,0.052882997782502106,0.06666666666666667,0.05,0.06666666666666667,0.006644675482899473
0.0,13.0,20.0,3346.0,0.0,0.0,0.0,-0.004795397541029064,0.0,0.0,0.0,0.028228290162396145
4.0,1738.0,12.0,1626.0,0.002296211251435132,0.25,0.004550625711035267,-0.03662211455314149,0.0,0.0,0.0,0.005723338294259757
3.0,892.0,10.0,2475.0,0.0033519553072625698,0.23076923076923078,0.0066079295154185015,-0.004791519325553499,0.0,0.0,0.0,0.00602195116462129
5.0,896.0,15.0,2464.0,0.005549389567147614,0.25,0.010857763300760043,-0.0028908977244727994,0.0,0.0,0.0,0.005436093199850284
0.0,7.0,13.0,3360.0,0.0,0.0,0.0,-0.0028306812445138365,0.0,0.0,0.0,0.0462508003964524
8.0,1147.0,19.0,2206.0,0.006926406926406926,0.2962962962962963,0.01353637901861252,-0.008593495943899304,0.0,0.05,0.037037037037037035,0.009958370502538868
0.0,0.0,14.0,3365.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007119598322872402
0.0,17.0,10.0,3352.0,0.0,0.0,0.0,-0.0038741381254187653,0.0,0.0,0.0,0.004752172318241238
4.0,1189.0,11.0,2175.0,0.003352891869237217,0.26666666666666666,0.006622516556291392,-0.012071354983753464,0.0,0.0,0.0,0.002892978330026341
12.0,2088.0,6.0,1273.0,0.005714285714285714,0.6666666666666666,0.0113314447592068,0.006817125669062436,0.0,0.0,0.0,0.005330798292394783
10.0,2334.0,2.0,1033.0,0.004266211604095563,0.8333333333333334,0.008488964346349746,0.01808459158341035,0.0,0.0,0.0,0.005666453724813202
9.0,2362.0,3.0,1005.0,0.003795866722901729,0.75,0.007553503986571547,0.006304145261897466,0.0,0.0,0.0,0.005820190260815721
0.0,4.0,17.0,3358.0,0.0,0.0,0.0,-0.0024480411470214018,0.0,0.0,0.0,0.005523673597616929
2.0,82.0,8.0,3287.0,0.023809523809523808,0.2,0.0425531914893617,0.061285410982197946,0.06666666666666667,0.05,0.1,0.003705770383831769
1.0,33.0,25.0,3320.0,0.029411764705882353,0.038461538461538464,0.03333333333333333,0.025057029234580596,0.0,0.05,0.038461538461538464,0.007789185084234789
0.0,2.0,27.0,3350.0,0.0,0.0,0.0,-0.00218413432752981,0.0,0.0,0.0,0.015672012126888697
0.0,30.0,11.0,3338.0,0.0,0.0,0.0,-0.005408954830954257,0.0,0.0,0.0,0.004136092680925827
0.0,36.0,17.0,3326.0,0.0,0.0,0.0,-0.0073791895834653355,0.0,0.0,0.0,0.004348666046110128
1.0,29.0,8.0,3341.0,0.03333333333333333,0.1111111111111111,0.05128205128205128,0.05632047588469962,0.06666666666666667,0.05,0.1111111111111111,0.004473138318920427
0.0,20.0,15.0,3345.0,0.0,0.0,0.0,-0.005151081892324242,0.0,0.0,0.0,0.0030623287851094597
0.0,6.0,13.0,3360.0,0.0,0.0,0.0,-0.0026210908535058944,0.0,0.0,0.0,0.00483778913724779
8.0,3019.0,0.0,352.0,0.002642880740006607,1.0,0.005271828665568369,0.016612337222449577,0.0,0.0,0.0,0.00290972530585123
14.0,1669.0,13.0,1683.0,0.008318478906714201,0.5185185185185185,0.016374269005847954,0.003669356998638101,0.0,0.0,0.0,0.006214523364773999
3.0,951.0,17.0,2408.0,0.0031446540880503146,0.15,0.006160164271047228,-0.022684706893983723,0.0,0.0,0.0,0.006572286919886185
4.0,884.0,14.0,2478.0,0.0045045045045045045,0.2222222222222222,0.008830022075055188,-0.006733255499913339,0.0,0.0,0.0,0.0060190100223725925
14.0,2306.0,2.0,1057.0,0.00603448275862069,0.875,0.011986301369863013,0.028014848251239233,0.0,0.0,0.0,0.005821036361209944
14.0,2354.0,8.0,1003.0,0.0059121621621621625,0.6363636363636364,0.011715481171548118,-0.011391530454632382,0.0,0.0,0.0,0.0049025148390286506
0.0,54.0,11.0,3314.0,0.0,0.0,0.0,-0.007283017546236356,0.0,0.0,0.0,0.003133232321068697
0.0,13.0,15.0,3351.0,0.0,0.0,0.0,-0.0041498486360738085,0.0,0.0,0.0,0.0029915064533106973
6.0,3025.0,0.0,348.0,0.001979544704717915,1.0,0.003951267698386565,0.014291049002837146,0.0,0.0,0.0,0.0030587338215032622
0.0,30.0,10.0,3339.0,0.0,0.0,0.0,-0.005156470625750742,0.0,0.0,0.0,0.003599918340361325
0.0,23.0,13.0,3343.0,0.0,0.0,0.0,-0.005144788931849526,0.0,0.0,0.0,0.004250769324553911
0.0,2.0,27.0,3350.0,0.0,0.0,0.0,-0.00218413432752981,0.0,0.0,0.0,0.004708861747571527
0.0,22.0,14.0,3343.0,0.0,0.0,0.0,-0.005221642726442215,0.0,0.0,0.0,0.029102851885062675
3.0,99.0,11.0,3266.0,0.029411764705882353,0.21428571428571427,0.051724137931034475,0.0694022310601142,0.06666666666666667,0.05,0.07142857142857142,0.0033795078324060914
0.0,24.0,5.0,3350.0,0.0,0.0,0.0,-0.003255905727065968,0.0,0.0,0.0,0.0035852903186111727
0.0,8.0,13.0,3359.0,0.0,0.0,0.0,-0.003026574219956609,0.0,0.0,0.0,0.002875486631767868
13.0,2904.0,0.0,462.0,0.004456633527596846,1.0,0.008873720136518772,0.024732464452727906,0.0,0.0,0.0,0.0035774046151985806
7.0,2946.0,0.0,426.0,0.0023704707077548256,1.0,0.00472972972972973,0.0173052673491618,0.0,0.0,0.0,0.0041720585729446555
13.0,2905.0,0.0,461.0,0.004455106237148732,1.0,0.008870692596383487,0.024701449528947175,0.0,0.0,0.0,0.003726111577966858
8.0,2872.0,0.0,499.0,0.002777777777777778,1.0,0.00554016620498615,0.020277744478235864,0.0,0.0,0.0,0.003948548848574321
0.0,6.0,6.0,3367.0,0.0,0.0,0.0,-0.0017788319003854136,0.0,0.0,0.0,0.004949477031586259
12.0,2910.0,0.0,458.0,0.004106776180698152,1.0,0.0081799591002045,0.023631822437092408,0.0,0.0,0.0,0.0032015921128366828
1.0,9.0,15.0,3354.0,0.1,0.0625,0.07692307692307693,0.07560439565581274,0.06666666666666667,0.05,0.0625,0.00618332440489621
14.0,2917.0,3.0,445.0,0.004776526782668032,0.8235294117647058,0.009497964721845319,-0.009202431941540431,0.0,0.0,0.0,0.002980782337650544
11.0,3037.0,0.0,332.0,0.0036089238845144356,1.0,0.007191892775416802,0.01885851092086035,0.0,0.0,0.0,0.0036499523254684123
10.0,3047.0,0.0,323.0,0.0032711808963035655,1.0,0.006521030322791001,0.017706739228235988,0.0,0.0,0.0,0.003720473341505015
15.0,3040.0,0.0,325.0,0.004909983633387889,1.0,0.009771986970684038,0.021776554597070376,0.0,0.0,0.0,0.0033488810667649553
9.0,3020.0,0.0,351.0,0.0029712776493892373,1.0,0.005924950625411454,0.017589188372204304,0.0,0.0,0.0,0.003794270666031052
12.0,3055.0,0.0,312.0,0.0039126181936746,1.0,0.007794738551477752,0.019040987759511796,0.0,0.0,0.0,0.0036459196091416205
12.0,2940.0,0.0,427.0,0.0040650406504065045,1.0,0.008097165991902834,0.022705173546326576,0.0,0.0,0.0,0.003271797412518032
4.0,6.0,15.0,3354.0,0.4,0.21052631578947367,0.27586206896551724,0.2873444837630231,0.3333333333333333,0.25,0.2631578947368421,0.07297076909886185
4.0,9.0,12.0,3354.0,0.3076923076923077,0.25,0.27586206896551724,0.2742588402810494,0.3333333333333333,0.25,0.3125,0.009385732262686039
13.0,2173.0,7.0,1186.0,0.005946935041171089,0.65,0.011786038077969175,0.0004945441228242112,0.0,0.0,0.0,0.005252870688829866
0.0,8.0,28.0,3343.0,0.0,0.0,0.0,-0.004453048435920281,0.0,0.0,0.0,0.018156432710878107
0.0,6.0,18.0,3355.0,0.0,0.0,0.0,-0.003086522526282236,0.0,0.0,0.0,0.016394342609072965
0.0,4.0,23.0,3352.0,0.0,0.0,0.0,-0.0028500078026814993,0.0,0.0,0.0,0.015489636616393044
0.0,10.0,26.0,3343.0,0.0,0.0,0.0,-0.004797548698008726,0.0,0.0,0.0,0.01848142369875237
0.0,5.0,15.0,3359.0,0.0,0.0,0.0,-0.002570573931567101,0.0,0.0,0.0,0.01672070099648237
0.0,6.0,14.0,3359.0,0.0,0.0,0.0,-0.0027204386612779685,0.0,0.0,0.0,0.013785124494959416
0.0,7.0,11.0,3362.0,0.0,0.0,0.0,-0.002603075031677731,0.0,0.0,0.0,0.003016225396481184
0.0,19.0,15.0,3345.0,0.0,0.0,0.0,-0.005021399763023427,0.0,0.0,0.0,0.005850974855970886
0.0,3.0,15.0,3361.0,0.0,0.0,0.0,-0.001990568120065989,0.0,0.0,0.0,0.021781121714768564
8.0,2884.0,0.0,487.0,0.0027662517289073307,1.0,0.005517241379310345,0.019990835871232984,0.0,0.0,0.0,0.0034250129974422016
15.0,2922.0,0.0,442.0,0.005107252298263534,1.0,0.01016260162601626,0.02590459443862941,0.0,0.0,0.0,0.0037974357023718105
18.0,2906.0,1.0,455.0,0.006155950752393981,0.9473684210526315,0.012232415902140673,0.018108423667199836,0.0,0.0,0.0,0.003426453530157086
