tp,fp,fn,tn,precision,recall,f_measure,mcc,new_proteins
59,6,0,17139,0.9076923076923077,1.0,0.9516129032258065,0.952562152875701,"['AP2M1', 'ASF1A', 'DAXX', 'DNAJC9', 'NASP', 'NEK4']"
59,6,0,17139,0.9076923076923077,1.0,0.9516129032258065,0.952562152875701,"['AP2M1', 'ASF1A', 'DAXX', 'DNAJC9', 'NASP', 'NEK4']"
71,6,0,17127,0.922077922077922,1.0,0.9594594594594594,0.9600807305275165,"['AP2M1', 'ASF1A', 'DAXX', 'DNAJC9', 'NASP', 'NEK4']"
45,0,7,17152,1.0,0.8653846153846154,0.9278350515463918,0.9300707405565217,[]
49,0,2,17153,1.0,0.9607843137254902,0.98,0.9801389195232326,[]
1,0,65,17138,1.0,0.015151515151515152,0.02985074626865672,0.1228587257947288,[]
62,6,9,17127,0.9117647058823529,0.8732394366197183,0.8920863309352517,0.8918582547807552,"['AP2M1', 'ASF1A', 'DAXX', 'DNAJC9', 'NASP', 'NEK4']"
85,7,0,17112,0.9239130434782609,1.0,0.96045197740113,0.9610074158025047,"['AP2M1', 'ASF1A', 'DAXX', 'DNAJC9', 'H3-4', 'NASP', 'NEK4']"
89,0,0,17115,1.0,1.0,1.0,1.0,[]
58,6,0,17140,0.90625,1.0,0.9508196721311475,0.9518050591588504,"['AP2M1', 'ASF1A', 'DAXX', 'DNAJC9', 'NASP', 'NEK4']"
57,6,0,17141,0.9047619047619048,1.0,0.9500000000000001,0.9510232986654565,"['AP2M1', 'ASF1A', 'DAXX', 'DNAJC9', 'NASP', 'NEK4']"
55,6,3,17140,0.9016393442622951,0.9482758620689655,0.9243697478991596,0.9244032804328479,"['AP2M1', 'ASF1A', 'DAXX', 'DNAJC9', 'NASP', 'NEK4']"
58,6,0,17140,0.90625,1.0,0.9508196721311475,0.9518050591588504,"['AP2M1', 'ASF1A', 'DAXX', 'DNAJC9', 'NASP', 'NEK4']"
55,6,3,17140,0.9016393442622951,0.9482758620689655,0.9243697478991596,0.9244032804328479,"['AP2M1', 'ASF1A', 'DAXX', 'DNAJC9', 'NASP', 'NEK4']"
48,6,10,17140,0.8888888888888888,0.8275862068965517,0.8571428571428572,0.8572273772533748,"['AP2M1', 'ASF1A', 'DAXX', 'DNAJC9', 'NASP', 'NEK4']"
58,6,0,17140,0.90625,1.0,0.9508196721311475,0.9518050591588504,"['AP2M1', 'ASF1A', 'DAXX', 'DNAJC9', 'NASP', 'NEK4']"
51,0,1,17152,1.0,0.9807692307692307,0.9902912621359222,0.9903090694631214,[]
49,0,1,17154,1.0,0.98,0.98989898989899,0.9899206401513844,[]
84,11,2,17107,0.8842105263157894,0.9767441860465116,0.9281767955801105,0.9289591996672839,"['ALYREF', 'C1QBP', 'CAND1', 'CUL3', 'GRSF1', 'HNRNPA1', 'HNRNPU', 'HSCB', 'RPS8', 'SSBP1', 'YBX1']"
81,10,4,17109,0.8901098901098901,0.9529411764705882,0.9204545454545454,0.9205866646623129,"['ALYREF', 'C1QBP', 'CAND1', 'CUL3', 'GRSF1', 'HNRNPA1', 'HNRNPU', 'RPS8', 'SSBP1', 'YBX1']"
84,10,1,17109,0.8936170212765957,0.9882352941176471,0.9385474860335196,0.9394275667550208,"['ALYREF', 'C1QBP', 'CAND1', 'CUL3', 'GRSF1', 'HNRNPA1', 'HNRNPU', 'RPS8', 'SSBP1', 'YBX1']"
84,10,0,17110,0.8936170212765957,1.0,0.9438202247191011,0.9450370620866881,"['ALYREF', 'C1QBP', 'CAND1', 'CUL3', 'GRSF1', 'HNRNPA1', 'HNRNPU', 'RPS8', 'SSBP1', 'YBX1']"
83,10,2,17109,0.8924731182795699,0.9764705882352941,0.9325842696629214,0.9331872001680979,"['ALYREF', 'C1QBP', 'CAND1', 'CUL3', 'GRSF1', 'HNRNPA1', 'HNRNPU', 'RPS8', 'SSBP1', 'YBX1']"
85,10,0,17109,0.8947368421052632,1.0,0.9444444444444444,0.9456289890417454,"['ALYREF', 'C1QBP', 'CAND1', 'CUL3', 'GRSF1', 'HNRNPA1', 'HNRNPU', 'RPS8', 'SSBP1', 'YBX1']"
85,10,0,17109,0.8947368421052632,1.0,0.9444444444444444,0.9456289890417454,"['ALYREF', 'C1QBP', 'CAND1', 'CUL3', 'GRSF1', 'HNRNPA1', 'HNRNPU', 'RPS8', 'SSBP1', 'YBX1']"
82,11,4,17107,0.8817204301075269,0.9534883720930233,0.9162011173184358,0.9164719530690296,"['ALYREF', 'C1QBP', 'CAND1', 'CUL3', 'GRSF1', 'HNRNPA1', 'HNRNPU', 'HSCB', 'RPS8', 'SSBP1', 'YBX1']"
85,11,1,17107,0.8854166666666666,0.9883720930232558,0.9340659340659341,0.9351440646868125,"['ALYREF', 'C1QBP', 'CAND1', 'CUL3', 'GRSF1', 'HNRNPA1', 'HNRNPU', 'HSCB', 'RPS8', 'SSBP1', 'YBX1']"
85,11,0,17108,0.8854166666666666,1.0,0.9392265193370166,0.9406634533874983,"['ALYREF', 'C1QBP', 'CAND1', 'CUL3', 'GRSF1', 'HNRNPA1', 'HNRNPU', 'RPL6', 'RPS8', 'SSBP1', 'YBX1']"
85,13,0,17106,0.8673469387755102,1.0,0.9289617486338798,0.9309609465774862,"['ALYREF', 'C1QBP', 'CAND1', 'CUL3', 'GRSF1', 'HNRNPA1', 'HNRNPU', 'HSCB', 'RPL18', 'RPL6', 'RPS8', 'SSBP1', 'YBX1']"
70,5,0,17129,0.9333333333333333,1.0,0.9655172413793104,0.9659508115790665,"['AP2M1', 'ASF1A', 'DNAJC9', 'NASP', 'NEK4']"
51,0,1,17152,1.0,0.9807692307692307,0.9902912621359222,0.9903090694631214,[]
51,0,1,17152,1.0,0.9807692307692307,0.9902912621359222,0.9903090694631214,[]
51,0,0,17153,1.0,1.0,1.0,1.0,[]
73,6,17,17108,0.9240506329113924,0.8111111111111111,0.8639053254437871,0.8650889722816985,"['AP2M1', 'ASF1A', 'DNAJC9', 'ESR1', 'NASP', 'NEK4']"
73,6,0,17125,0.9240506329113924,1.0,0.9605263157894737,0.9611071695382284,"['AP2M1', 'ASF1A', 'DAXX', 'DNAJC9', 'NASP', 'NEK4']"
89,5,0,17110,0.9468085106382979,1.0,0.9726775956284154,0.9728987145010741,"['AP2M1', 'ASF1A', 'DNAJC9', 'NASP', 'NEK4']"
89,10,0,17105,0.898989898989899,1.0,0.9468085106382979,0.947873744050838,"['AP2M1', 'ASF1A', 'CUL3', 'DAXX', 'DNAJC9', 'ESR1', 'H3-4', 'NASP', 'NEK4', 'SDHA']"
55,15,13,17121,0.7857142857142857,0.8088235294117647,0.7971014492753622,0.7963688943024179,"['AP2M1', 'ASF1A', 'ASH2L', 'DAXX', 'DNAJC9', 'KDM6A', 'KMT2C', 'KMT2D', 'NASP', 'NCOA6', 'NEK4', 'PAGR1', 'PAXIP1', 'RBBP5', 'WDR5']"
83,5,1,17115,0.9431818181818182,0.9880952380952381,0.9651162790697674,0.9652047912001279,"['AP2M1', 'ASF1A', 'DNAJC9', 'NASP', 'NEK4']"
81,6,0,17117,0.9310344827586207,1.0,0.9642857142857143,0.964732212997488,"['AP2M1', 'ASF1A', 'DAXX', 'DNAJC9', 'NASP', 'NEK4']"
78,6,0,17120,0.9285714285714286,1.0,0.962962962962963,0.9634552966658748,"['AP2M1', 'ASF1A', 'DAXX', 'DNAJC9', 'NASP', 'NEK4']"
82,6,0,17116,0.9318181818181818,1.0,0.9647058823529412,0.9651381497857924,"['AP2M1', 'ASF1A', 'DAXX', 'DNAJC9', 'NASP', 'NEK4']"
78,8,0,17118,0.9069767441860465,1.0,0.951219512195122,0.9521308060140029,"['AP2M1', 'ASF1A', 'DAXX', 'DNAJC9', 'HOXB1', 'NASP', 'NEK4', 'PKNOX1']"
82,6,0,17116,0.9318181818181818,1.0,0.9647058823529412,0.9651381497857924,"['AP2M1', 'ASF1A', 'DAXX', 'DNAJC9', 'NASP', 'NEK4']"
54,15,14,17121,0.782608695652174,0.7941176470588235,0.7883211678832117,0.7874961636313541,"['AP2M1', 'ASF1A', 'ASH2L', 'DAXX', 'DNAJC9', 'KDM6A', 'KMT2C', 'KMT2D', 'NASP', 'NCOA6', 'NEK4', 'PAGR1', 'PAXIP1', 'RBBP5', 'WDR5']"
73,5,0,17126,0.9358974358974359,1.0,0.9668874172185431,0.9672767323144791,"['AP2M1', 'ASF1A', 'DNAJC9', 'NASP', 'NEK4']"
68,5,12,17119,0.9315068493150684,0.85,0.888888888888889,0.8893332479666946,"['AP2M1', 'ASF1A', 'DNAJC9', 'NASP', 'NEK4']"
80,5,0,17119,0.9411764705882353,1.0,0.9696969696969697,0.9700008548918949,"['AP2M1', 'ASF1A', 'DNAJC9', 'NASP', 'NEK4']"
