tp,fp,fn,tn,precision,recall,f_measure,mcc,precision@15,precision@20,precision@n_positives
3.0,11.0,11.0,3415.0,0.21428571428571427,0.21428571428571427,0.21428571428571427,0.21107497289633892,0.2,0.25,0.21428571428571427
5.0,4.0,6.0,3425.0,0.5555555555555556,0.45454545454545453,0.5,0.5010831606177762,0.5333333333333333,0.4,0.5454545454545454
5.0,3.0,6.0,3426.0,0.625,0.45454545454545453,0.5263157894736842,0.5317433329015605,0.4666666666666667,0.35,0.6363636363636364
7.0,0.0,3.0,3430.0,1.0,0.7,0.8235294117647058,0.8362943800631778,0.4666666666666667,0.35,0.7
8.0,6.0,3.0,3423.0,0.5714285714285714,0.7272727272727273,0.64,0.6433888649248228,0.5333333333333333,0.5,0.6363636363636364
7.0,1.0,5.0,3427.0,0.875,0.5833333333333334,0.7000000000000001,0.7136609812682828,0.6666666666666666,0.5,0.75
10.0,19.0,9.0,3402.0,0.3448275862068966,0.5263157894736842,0.4166666666666667,0.4221362488559898,0.5333333333333333,0.45,0.47368421052631576
6.0,12.0,13.0,3409.0,0.3333333333333333,0.3157894736842105,0.3243243243243243,0.32079209326039937,0.3333333333333333,0.35,0.3157894736842105
6.0,17.0,13.0,3404.0,0.2608695652173913,0.3157894736842105,0.28571428571428575,0.28266765684341466,0.26666666666666666,0.3,0.2631578947368421
9.0,15.0,10.0,3406.0,0.375,0.47368421052631576,0.4186046511627907,0.4178677963479991,0.4666666666666667,0.4,0.42105263157894735
14.0,7.0,4.0,3415.0,0.6666666666666666,0.7777777777777778,0.717948717948718,0.7185034718934407,0.8,0.7,0.7222222222222222
7.0,5.0,11.0,3417.0,0.5833333333333334,0.3888888888888889,0.4666666666666666,0.4740847173207068,0.5333333333333333,0.55,0.5555555555555556
11.0,5.0,7.0,3417.0,0.6875,0.6111111111111112,0.6470588235294118,0.6464425693892557,0.7333333333333333,0.55,0.6111111111111112
9.0,2.0,2.0,3427.0,0.8181818181818182,0.8181818181818182,0.8181818181818182,0.8175985577560381,0.6,0.5,0.8181818181818182
18.0,19.0,13.0,3390.0,0.4864864864864865,0.5806451612903226,0.5294117647058824,0.5268469755878715,0.8,0.75,0.4838709677419355
7.0,5.0,4.0,3424.0,0.5833333333333334,0.6363636363636364,0.6086956521739131,0.6079643793435484,0.5333333333333333,0.4,0.5454545454545454
5.0,7.0,6.0,3422.0,0.4166666666666667,0.45454545454545453,0.43478260869565216,0.43330282389492586,0.4,0.4,0.36363636363636365
2.0,6.0,8.0,3424.0,0.25,0.2,0.22222222222222224,0.22158646011126432,0.3333333333333333,0.35,0.3
9.0,4.0,8.0,3419.0,0.6923076923076923,0.5294117647058824,0.5999999999999999,0.6037165705111003,0.7333333333333333,0.55,0.6470588235294118
14.0,7.0,3.0,3416.0,0.6666666666666666,0.8235294117647058,0.7368421052631577,0.739550857069871,0.8,0.7,0.7647058823529411
9.0,3.0,8.0,3420.0,0.75,0.5294117647058824,0.6206896551724139,0.6286239342275913,0.6,0.5,0.5294117647058824
15.0,3.0,2.0,3420.0,0.8333333333333334,0.8823529411764706,0.8571428571428571,0.8567663520988464,0.8666666666666667,0.75,0.8235294117647058
2.0,5.0,9.0,3424.0,0.2857142857142857,0.18181818181818182,0.2222222222222222,0.2259615078322669,0.4666666666666667,0.35,0.45454545454545453
8.0,26.0,16.0,3390.0,0.23529411764705882,0.3333333333333333,0.27586206896551724,0.274062734808533,0.26666666666666666,0.2,0.25
7.0,11.0,17.0,3405.0,0.3888888888888889,0.2916666666666667,0.3333333333333333,0.3327772355881715,0.4666666666666667,0.35,0.3333333333333333
5.0,1.0,7.0,3427.0,0.8333333333333334,0.4166666666666667,0.5555555555555556,0.5883284551623048,0.5333333333333333,0.45,0.5
6.0,0.0,8.0,3426.0,1.0,0.42857142857142855,0.6,0.6538906708325029,0.6,0.45,0.6428571428571429
8.0,1.0,5.0,3426.0,0.8888888888888888,0.6153846153846154,0.7272727272727274,0.7388185118451334,0.6,0.55,0.6923076923076923
6.0,1.0,5.0,3428.0,0.8571428571428571,0.5454545454545454,0.6666666666666665,0.6829996303917248,0.4666666666666667,0.4,0.6363636363636364
6.0,1.0,8.0,3425.0,0.8571428571428571,0.42857142857142855,0.5714285714285714,0.6050609236456898,0.4666666666666667,0.4,0.5
2.0,3.0,8.0,3427.0,0.4,0.2,0.26666666666666666,0.28140076308590695,0.4,0.3,0.4
13.0,7.0,8.0,3412.0,0.65,0.6190476190476191,0.6341463414634146,0.6321446657959006,0.8,0.65,0.6190476190476191
10.0,3.0,10.0,3417.0,0.7692307692307693,0.5,0.6060606060606061,0.618453052699095,0.7333333333333333,0.6,0.6
10.0,1.0,9.0,3420.0,0.9090909090909091,0.5263157894736842,0.6666666666666666,0.6905233682646259,0.6666666666666666,0.55,0.5789473684210527
13.0,3.0,5.0,3419.0,0.8125,0.7222222222222222,0.7647058823529411,0.7648790009347947,0.8,0.65,0.7222222222222222
