tp,fp,fn,tn,precision,recall,f_measure,mcc
2,5,25,3408,0.2857142857142857,0.07407407407407407,0.11764705882352941,0.14218542548637966
3,1,60,3376,0.75,0.047619047619047616,0.08955223880597014,0.18618763205600267
1,3,26,3410,0.25,0.037037037037037035,0.06451612903225806,0.09362641476532649
1,0,21,3418,1.0,0.045454545454545456,0.08695652173913045,0.21254877234021208
1,3,14,3422,0.25,0.06666666666666667,0.10526315789473685,0.12719915012136807
4,3,41,3392,0.5714285714285714,0.08888888888888889,0.15384615384615385,0.22189562453206335
1,1,15,3423,0.5,0.0625,0.1111111111111111,0.17559202315226533
0,1,38,3401,0.0,0.0,0.0,-0.0018022231157646645
1,2,62,3375,0.3333333333333333,0.015873015873015872,0.030303030303030304,0.06941139472377021
0,0,30,3410,0.0,0.0,0.0,0.0
1,0,29,3410,1.0,0.03333333333333333,0.06451612903225806,0.1818027608958177
3,1,26,3410,0.75,0.10344827586206896,0.18181818181818182,0.2767413263316617
2,2,36,3400,0.5,0.05263157894736842,0.09523809523809525,0.15961380714090892
1,3,37,3399,0.25,0.02631578947368421,0.04761904761904762,0.07800389385839901
2,0,11,3427,1.0,0.15384615384615385,0.2666666666666667,0.3916042871979615
3,2,32,3403,0.6,0.08571428571428572,0.15,0.22423897428457457
0,2,32,3406,0.0,0.0,0.0,-0.002337153611756425
2,1,26,3411,0.6666666666666666,0.07142857142857142,0.12903225806451613,0.21653068502608877
2,4,12,3422,0.3333333333333333,0.14285714285714285,0.2,0.21618218520031568
2,1,23,3414,0.6666666666666666,0.08,0.14285714285714285,0.22935719982898964
2,2,14,3422,0.5,0.125,0.2,0.2483968814989747
1,1,20,3418,0.5,0.047619047619047616,0.08695652173913042,0.1529312515721982
1,0,25,3414,1.0,0.038461538461538464,0.07407407407407407,0.19540199637756364
2,2,34,3402,0.5,0.05555555555555555,0.09999999999999999,0.16413434982659078
0,0,63,3377,0.0,0.0,0.0,0.0
1,1,24,3414,0.5,0.04,0.07407407407407407,0.1399156859073239
1,6,21,3412,0.14285714285714285,0.045454545454545456,0.06896551724137931,0.0773008497026998
2,4,59,3375,0.3333333333333333,0.03278688524590164,0.05970149253731344,0.09995694407609296
2,3,67,3368,0.4,0.028985507246376812,0.05405405405405405,0.10339351438724598
1,0,26,3413,1.0,0.037037037037037035,0.07142857142857142,0.19172121568614145
2,2,37,3399,0.5,0.05128205128205128,0.09302325581395347,0.15748366456360158
0,2,22,3416,0.0,0.0,0.0,-0.0019350285311087812
1,0,21,3418,1.0,0.045454545454545456,0.08695652173913045,0.21254877234021208
0,1,14,3425,0.0,0.0,0.0,-0.001090069656376296
1,4,41,3394,0.2,0.023809523809523808,0.0425531914893617,0.06524058055006074
0,0,29,3411,0.0,0.0,0.0,0.0
0,1,18,3421,0.0,0.0,0.0,-0.00123674499656774
1,2,48,3389,0.3333333333333333,0.02040816326530612,0.03846153846153846,0.07955718398350942
0,2,19,3419,0.0,0.0,0.0,-0.0017974727910387226
1,2,18,3419,0.3333333333333333,0.05263157894736842,0.09090909090909091,0.1306767325441325
0,4,21,3415,0.0,0.0,0.0,-0.0026740130046357235
2,3,20,3415,0.4,0.09090909090909091,0.14814814814814814,0.18838352809497982
1,3,29,3407,0.25,0.03333333333333333,0.058823529411764705,0.08854085136106511
0,0,30,3410,0.0,0.0,0.0,0.0
0,2,67,3371,0.0,0.0,0.0,-0.0033993140744326498
0,2,16,3422,0.0,0.0,0.0,-0.001648751391101083
0,1,16,3423,0.0,0.0,0.0,-0.0011656737735737635
0,3,24,3413,0.0,0.0,0.0,-0.0024763815012325127
1,4,16,3419,0.2,0.058823529411764705,0.0909090909090909,0.10612464277514178
0,3,44,3393,0.0,0.0,0.0,-0.0033628953967785175
0,2,38,3400,0.0,0.0,0.0,-0.002549099015997968
1,4,30,3405,0.2,0.03225806451612903,0.05555555555555555,0.07710679531324383
3,2,12,3423,0.6,0.2,0.3,0.3448956147167428
1,1,21,3417,0.5,0.045454545454545456,0.08333333333333334,0.14934902026466865
0,1,30,3409,0.0,0.0,0.0,-0.0015994377791420911
1,2,11,3426,0.3333333333333333,0.08333333333333333,0.13333333333333333,0.16528297767696828
0,1,13,3426,0.0,0.0,0.0,-0.0010502641369769875
0,1,13,3426,0.0,0.0,0.0,-0.0010502641369769875
3,1,36,3400,0.75,0.07692307692307693,0.13953488372093026,0.23805234482814494
3,1,19,3417,0.75,0.13636363636363635,0.23076923076923075,0.3182779767331064
1,0,34,3405,1.0,0.02857142857142857,0.05555555555555556,0.1681932056602602
0,3,16,3421,0.0,0.0,0.0,-0.0020195935481511604
2,4,54,3380,0.3333333333333333,0.03571428571428571,0.06451612903225806,0.10472691955963503
3,0,64,3373,1.0,0.04477611940298507,0.08571428571428572,0.209624302491423
0,1,31,3408,0.0,0.0,0.0,-0.0016261150091187563
0,1,36,3403,0.0,0.0,0.0,-0.0017536397727581495
0,3,13,3424,0.0,0.0,0.0,-0.0018196400425054661
2,2,55,3381,0.5,0.03508771929824561,0.06557377049180328,0.12921330667366232
0,1,38,3401,0.0,0.0,0.0,-0.0018022231157646645
0,1,17,3422,0.0,0.0,0.0,-0.001201724521652381
2,1,11,3426,0.6666666666666666,0.15384615384615385,0.25,0.3191835264302537
